StudentID,Gender,ParentalBackground,ExtracurricularActivities,PreviousGPA,Attendance,SelfStudy,StudyHours,CurrentGPA
9710,Male,High School,Yes,3.85,75.18,Yes,24,3.95
4694,Female,Master's,Yes,3.16,91.91,Yes,24,2.91
2302,Female,High School,No,2.81,99.43,Yes,12,2.32
1648,Female,Associate's,Yes,3.74,98.83,Yes,12,3.79
8797,Male,Bachelor's,Yes,3.56,80.96,No,12,3.68
5273,Female,Doctorate,No,3.18,84.29,Yes,25,2.77
2547,Female,Associate's,No,3.29,90.28,No,20,3.7
1250,Male,Bachelor's,Yes,2.37,93.96,No,12,2.13
2131,Male,Master's,No,3.51,80.18,Yes,22,3.77
2325,Male,Master's,Yes,2.31,99.64,Yes,20,1.81
2447,Male,Bachelor's,No,2.04,83.95,Yes,8,2.05
2480,Female,Associate's,Yes,3.58,89.32,Yes,14,3.85
1672,Male,Bachelor's,No,3.0,94.51,Yes,22,2.52
9769,Male,Associate's,No,2.99,96.63,No,5,2.69
4591,Male,Bachelor's,No,4.0,94.66,No,13,4.0
7612,Male,Doctorate,Yes,3.86,75.27,No,20,3.81
1621,Male,Master's,No,3.56,96.08,No,22,3.68
7103,Male,Associate's,Yes,3.31,75.04,Yes,10,3.04
2473,Male,Doctorate,Yes,2.76,91.25,Yes,23,2.53
3362,Female,Bachelor's,Yes,3.5,78.03,Yes,6,3.61
6753,Male,Doctorate,No,3.36,95.68,No,25,2.92
5096,Female,Associate's,No,3.19,79.47,Yes,23,3.13
7068,Female,Doctorate,Yes,3.78,75.77,No,13,3.61
3397,Male,High School,Yes,2.69,85.84,Yes,10,3.11
5508,Female,Bachelor's,Yes,3.72,82.25,Yes,15,4.0
5227,Male,Master's,Yes,2.91,84.04,No,10,2.66
5901,Male,Bachelor's,Yes,2.09,82.18,No,14,2.32
6994,Female,Associate's,Yes,2.32,98.44,Yes,17,2.46
5996,Female,Master's,No,3.13,77.44,No,16,3.56
7670,Male,Master's,Yes,3.31,89.35,Yes,11,3.69
5639,Male,Bachelor's,No,3.33,79.87,Yes,20,3.55
3976,Male,Associate's,No,3.28,75.38,No,21,3.14
1574,Female,Associate's,Yes,2.64,77.38,No,18,2.67
4780,Male,Associate's,No,2.35,78.51,Yes,19,2.41
7281,Male,Master's,No,3.18,81.72,No,13,3.36
4448,Male,Bachelor's,Yes,3.94,91.21,No,15,4.0
6491,Female,Associate's,Yes,2.33,98.65,Yes,5,2.18
2083,Female,Associate's,No,3.85,93.44,No,17,3.65
4897,Female,Associate's,Yes,2.53,86.36,Yes,15,2.92
7815,Male,Associate's,Yes,3.04,80.24,Yes,14,3.15
4178,Male,Doctorate,Yes,2.24,75.81,No,25,2.03
8500,Female,High School,No,2.29,81.68,No,20,2.46
4637,Male,Master's,No,3.15,91.08,Yes,20,2.92
9086,Female,Doctorate,Yes,3.71,84.99,No,21,3.89
2925,Female,High School,No,2.45,95.96,No,20,2.92
4750,Female,Doctorate,No,3.9,93.22,Yes,20,3.87
9381,Male,Master's,No,2.12,88.12,Yes,24,2.34
3386,Male,Bachelor's,Yes,3.23,83.82,Yes,9,3.11
8894,Male,Master's,Yes,2.72,98.35,No,24,2.78
9425,Male,High School,Yes,2.64,88.06,Yes,19,2.61
2651,Male,Master's,No,2.09,76.17,No,22,2.42
3660,Male,Doctorate,Yes,2.25,84.13,Yes,5,2.22
8987,Female,Doctorate,Yes,3.63,90.09,Yes,5,3.89
7973,Male,High School,No,3.14,81.38,No,18,2.87
7147,Male,Master's,Yes,3.33,99.87,No,24,3.74
1494,Male,Bachelor's,Yes,3.53,79.81,Yes,24,3.8
5041,Female,High School,Yes,3.28,79.1,Yes,22,3.09
4166,Male,High School,No,2.2,86.54,Yes,19,2.49
5375,Male,High School,No,2.22,90.62,No,20,2.69
6786,Male,Bachelor's,No,3.77,85.31,No,13,3.96
3512,Male,High School,Yes,2.46,96.56,Yes,16,2.87
6712,Female,High School,Yes,3.14,94.78,No,22,3.37
4653,Female,Master's,Yes,3.78,89.14,No,19,4.0
6761,Female,Bachelor's,Yes,2.57,91.79,Yes,17,2.42
4980,Female,Bachelor's,Yes,2.11,83.41,No,7,1.9
3692,Female,High School,No,3.54,79.75,Yes,10,3.43
2890,Male,High School,No,2.36,77.95,No,20,2.51
8809,Female,Bachelor's,Yes,2.88,96.61,No,13,2.89
1027,Male,Doctorate,Yes,2.19,90.58,No,18,2.63
7740,Female,Master's,Yes,3.9,83.04,No,14,3.83
3860,Female,Doctorate,No,2.55,90.39,Yes,25,2.15
3998,Female,Doctorate,Yes,2.91,88.09,Yes,20,3.18
1013,Male,High School,Yes,3.05,95.66,Yes,21,2.99
6668,Female,Bachelor's,No,2.87,91.2,No,5,3.17
4032,Female,Bachelor's,Yes,3.5,83.69,Yes,6,3.82
9001,Female,Doctorate,Yes,3.94,80.44,No,13,4.0
2405,Male,Associate's,Yes,2.24,77.91,No,17,2.2
1367,Female,Associate's,Yes,2.86,92.87,Yes,11,2.77
2641,Male,Master's,Yes,2.65,91.24,Yes,22,2.91
2080,Female,Bachelor's,No,3.24,99.77,No,19,3.67
7026,Female,Bachelor's,No,2.47,83.84,No,17,2.12
5679,Male,Doctorate,Yes,2.1,96.41,No,22,2.14
8941,Male,Bachelor's,No,2.64,79.88,No,23,2.66
1534,Male,Bachelor's,No,2.96,89.48,Yes,6,3.1
5637,Male,High School,No,3.99,83.74,Yes,8,4.0
3750,Female,Doctorate,No,2.31,96.27,Yes,8,2.57
1757,Male,Master's,Yes,3.29,92.72,No,15,3.3
2849,Male,Doctorate,Yes,2.62,97.21,Yes,15,2.3
3782,Male,Doctorate,Yes,3.06,75.87,Yes,18,3.55
2123,Female,High School,Yes,2.81,98.18,No,18,2.93
4723,Female,Master's,No,3.15,81.08,No,15,3.39
3435,Male,Master's,Yes,2.91,82.66,Yes,6,2.47
8505,Male,High School,No,3.12,86.74,No,12,2.67
1987,Male,Associate's,No,2.68,83.12,Yes,16,3.13
6076,Male,Bachelor's,No,2.87,95.91,No,10,2.6
8133,Female,Doctorate,No,3.98,96.77,Yes,20,4.0
7672,Female,Doctorate,Yes,3.32,77.95,Yes,21,3.81
6252,Male,High School,No,2.37,92.82,Yes,7,2.82
5012,Female,Bachelor's,No,2.5,80.49,No,23,2.74
9916,Female,Associate's,Yes,3.32,88.62,Yes,19,3.52
3695,Female,Master's,No,3.21,78.9,No,12,3.03
7352,Female,Doctorate,No,3.82,97.41,No,12,3.36
5823,Female,Bachelor's,Yes,3.31,86.37,No,14,3.26
6583,Female,High School,Yes,2.16,80.74,No,21,2.43
9306,Male,Doctorate,No,3.53,77.18,Yes,5,3.45
4192,Female,Associate's,Yes,3.64,88.22,No,24,3.72
6183,Male,Bachelor's,Yes,2.77,83.92,No,16,2.66
1080,Female,Bachelor's,No,2.8,89.69,Yes,7,3.27
9968,Male,Master's,No,2.93,83.03,Yes,17,2.68
3822,Female,Master's,No,2.99,86.53,No,25,2.88
1337,Male,Master's,No,3.18,98.66,No,21,3.19
3296,Female,High School,Yes,2.71,90.53,Yes,7,2.29
2186,Male,Bachelor's,Yes,3.39,76.85,Yes,19,3.17
7769,Female,Bachelor's,Yes,2.59,94.29,Yes,7,2.36
1298,Male,Master's,Yes,3.1,97.01,No,24,2.91
9035,Male,Master's,Yes,3.21,96.51,Yes,8,2.76
6998,Female,Doctorate,Yes,3.23,97.37,No,21,3.49
9203,Male,Associate's,Yes,3.21,97.51,No,10,3.45
2054,Male,Associate's,Yes,3.16,80.91,Yes,7,3.05
2453,Female,Master's,Yes,2.8,99.73,Yes,19,3.09
4953,Male,Bachelor's,Yes,2.93,93.09,No,18,3.16
7110,Male,Associate's,Yes,3.59,99.81,Yes,16,3.15
9249,Male,High School,Yes,2.35,96.26,Yes,7,1.89
8943,Male,Associate's,Yes,3.55,81.09,Yes,20,3.11
9349,Female,Master's,No,3.64,86.73,Yes,19,4.0
3789,Female,Bachelor's,No,2.53,98.8,Yes,12,2.57
5951,Male,Master's,No,3.54,98.87,Yes,25,3.74
7077,Female,High School,Yes,2.68,99.41,Yes,10,2.31
7442,Female,Master's,No,2.4,78.56,No,18,2.05
2477,Female,High School,No,2.57,89.89,No,15,2.61
4665,Male,Bachelor's,No,3.52,86.91,Yes,12,4.0
7835,Male,Bachelor's,Yes,3.57,90.24,Yes,20,3.54
2416,Male,Doctorate,No,2.44,95.61,Yes,16,2.92
9579,Male,Doctorate,No,2.81,85.89,No,25,2.98
5091,Female,Associate's,Yes,3.88,82.69,Yes,24,3.97
5860,Male,Doctorate,Yes,2.21,81.99,Yes,24,2.53
7606,Male,Bachelor's,Yes,2.05,75.32,Yes,11,2.1
3650,Male,Bachelor's,Yes,2.84,75.17,Yes,20,2.68
9045,Female,Bachelor's,No,3.28,75.08,No,21,3.26
8182,Male,Doctorate,No,3.49,91.91,Yes,13,3.17
2210,Male,Master's,Yes,2.8,83.69,Yes,22,2.78
9024,Female,Associate's,No,3.26,83.28,No,8,3.19
6615,Male,Master's,No,2.81,89.14,No,16,2.39
7568,Female,Associate's,No,2.09,79.11,Yes,6,2.15
3950,Male,High School,Yes,2.87,95.35,Yes,9,2.81
2052,Male,High School,No,3.41,76.98,Yes,9,3.58
4877,Male,High School,No,2.61,93.63,Yes,11,2.87
8370,Male,Associate's,No,3.53,90.12,No,12,3.14
3181,Female,Doctorate,No,3.94,76.06,No,25,3.81
3198,Female,High School,Yes,3.43,91.82,No,17,3.77
2493,Female,Master's,No,3.65,96.98,No,10,3.3
7834,Female,Associate's,No,2.73,87.75,No,7,2.28
5611,Male,High School,Yes,3.46,79.16,Yes,19,3.22
8676,Male,High School,No,2.67,87.4,No,25,3.05
1016,Male,Associate's,No,2.96,96.79,Yes,11,3.23
3958,Male,High School,No,2.24,78.04,No,23,1.94
7875,Male,High School,No,3.7,85.2,Yes,9,3.85
4826,Female,Associate's,Yes,3.33,93.36,No,8,3.17
6067,Female,Master's,No,2.7,94.06,Yes,23,3.0
3058,Female,High School,Yes,2.8,95.47,Yes,21,3.04
5496,Female,Doctorate,No,3.89,93.59,Yes,24,3.93
3438,Female,Master's,Yes,2.3,91.85,Yes,21,1.83
7771,Male,Bachelor's,No,2.28,90.7,No,5,2.03
1618,Male,Doctorate,No,2.4,94.14,No,18,1.95
2164,Male,Doctorate,No,3.86,83.31,No,6,3.55
4451,Female,High School,Yes,3.17,81.53,Yes,15,3.53
3202,Male,Bachelor's,No,3.66,94.78,Yes,13,3.57
7092,Female,Bachelor's,No,3.75,97.52,No,7,3.28
4918,Male,Doctorate,No,3.63,77.47,No,25,3.72
7618,Female,Master's,No,3.57,85.25,No,19,3.98
5807,Female,Bachelor's,No,3.12,92.13,No,21,3.5
7039,Male,Associate's,Yes,2.27,90.08,Yes,7,2.25
5816,Male,Associate's,Yes,3.73,78.12,No,21,3.33
4740,Male,Master's,No,3.84,98.21,Yes,23,3.74
9418,Male,High School,No,3.71,77.72,No,21,3.56
4818,Female,Bachelor's,No,3.6,86.13,No,16,3.96
7647,Female,Doctorate,No,2.97,93.78,Yes,9,2.83
2886,Female,Bachelor's,Yes,3.42,82.83,Yes,21,3.55
2557,Female,Doctorate,Yes,2.39,90.91,Yes,8,2.38
7958,Female,Associate's,No,2.86,76.8,No,12,2.5
7896,Female,Doctorate,No,2.22,94.31,No,16,2.13
7795,Male,Doctorate,No,3.5,83.37,Yes,19,3.5
3947,Male,Associate's,No,3.74,78.43,Yes,20,3.25
5124,Male,Master's,Yes,3.44,93.7,Yes,16,3.55
8562,Female,Bachelor's,No,2.14,93.8,No,17,2.25
6185,Female,Bachelor's,No,3.98,75.23,Yes,14,3.74
3731,Female,Associate's,Yes,3.78,86.36,No,18,3.61
2859,Male,Bachelor's,No,3.45,92.32,No,7,3.07
1272,Male,Associate's,Yes,2.51,88.28,No,8,2.54
2515,Male,Associate's,No,2.65,98.66,Yes,12,2.47
9774,Female,High School,Yes,3.85,90.38,Yes,17,3.59
7723,Female,Doctorate,Yes,3.64,97.98,Yes,21,3.47
3997,Male,Associate's,No,2.31,96.53,Yes,6,2.43
7697,Female,High School,Yes,2.9,83.65,No,19,3.29
7990,Male,Associate's,No,3.15,85.55,Yes,14,2.95
3370,Male,Master's,No,3.11,82.02,Yes,10,2.72
8537,Male,High School,No,3.83,78.27,Yes,8,3.8
2059,Male,Doctorate,No,3.01,77.67,Yes,19,3.1
5871,Male,Bachelor's,Yes,3.71,76.51,No,9,3.81
8457,Female,Associate's,No,2.27,86.74,Yes,8,2.51
8876,Female,Doctorate,Yes,3.65,81.07,Yes,9,3.17
7837,Male,High School,No,2.51,86.33,Yes,8,2.4
7404,Female,Doctorate,Yes,2.98,83.18,Yes,9,3.37
4910,Male,Master's,Yes,2.77,90.93,No,20,2.29
4368,Female,Master's,Yes,3.17,83.82,Yes,5,3.55
9727,Female,High School,No,3.98,96.12,No,11,4.0
8631,Female,High School,Yes,2.57,98.36,No,17,3.06
9965,Male,Associate's,No,3.34,88.38,No,22,3.11
9205,Female,High School,Yes,2.96,99.22,No,6,3.23
9190,Female,Associate's,No,3.1,75.97,No,10,3.23
7747,Male,Doctorate,Yes,2.54,80.78,No,9,2.15
7865,Male,Associate's,No,3.66,78.96,No,7,3.27
8230,Female,Doctorate,No,3.72,86.79,Yes,15,3.44
7076,Female,Bachelor's,No,2.97,75.88,No,24,3.4
7949,Female,Doctorate,No,3.6,96.18,No,25,4.0
2976,Male,Master's,Yes,2.37,77.12,No,9,1.94
8962,Male,Associate's,No,3.25,92.86,Yes,17,2.87
5941,Female,Bachelor's,Yes,3.14,90.6,Yes,5,3.52
4056,Female,Doctorate,Yes,2.56,76.14,No,17,2.42
8441,Female,Doctorate,No,2.22,99.69,No,14,2.71
4456,Female,Bachelor's,No,2.71,80.83,Yes,25,3.1
3099,Female,High School,Yes,2.26,92.74,Yes,22,2.6
8781,Male,Bachelor's,Yes,3.0,95.48,No,17,2.71
1240,Female,Doctorate,No,3.5,90.36,No,17,3.09
4253,Male,Associate's,Yes,3.44,76.26,Yes,16,3.27
9925,Female,High School,No,2.09,91.5,No,6,2.38
7447,Female,High School,No,3.31,96.92,No,6,3.54
1527,Male,High School,Yes,2.88,96.2,No,10,3.36
3380,Male,Master's,Yes,2.66,81.81,Yes,15,2.36
3810,Male,Doctorate,No,3.42,90.29,No,17,3.62
6034,Male,Master's,No,3.8,92.33,No,15,4.0
7193,Male,Doctorate,Yes,3.0,87.16,Yes,12,3.23
1148,Female,Associate's,No,2.37,90.01,No,13,2.41
1688,Female,Doctorate,Yes,2.87,78.14,Yes,11,2.48
6487,Female,Doctorate,No,2.69,82.63,Yes,11,2.92
4306,Male,Master's,Yes,2.82,86.72,Yes,19,2.55
3533,Male,Associate's,Yes,2.02,92.2,No,6,2.18
3050,Male,High School,No,3.31,76.86,Yes,6,2.98
9170,Female,Doctorate,Yes,2.69,84.25,No,16,3.13
9183,Female,Associate's,No,2.02,93.82,Yes,18,1.84
5243,Female,Bachelor's,Yes,2.3,96.78,Yes,10,2.23
5414,Male,Doctorate,No,3.06,78.27,No,18,2.75
9269,Female,High School,Yes,3.45,81.7,No,7,3.4
7001,Male,Bachelor's,No,2.91,78.95,Yes,24,2.59
5745,Female,High School,Yes,3.24,75.89,No,13,2.89
6957,Male,Associate's,No,3.69,80.64,Yes,11,3.8
4325,Male,Master's,No,3.55,91.31,No,16,3.91
9558,Female,High School,Yes,2.59,83.56,Yes,5,2.26
9113,Female,High School,Yes,2.02,92.86,No,23,2.33
1058,Male,High School,No,3.72,75.59,Yes,8,3.25
7145,Female,Doctorate,Yes,3.15,82.91,No,14,3.31
4651,Male,Bachelor's,No,3.76,85.04,No,13,3.63
8422,Female,Master's,Yes,2.53,78.47,Yes,9,2.47
9631,Male,High School,No,3.77,94.77,No,12,4.0
4326,Female,Associate's,No,2.14,77.24,Yes,16,2.13
4533,Female,Doctorate,No,3.76,96.92,No,16,3.62
3927,Female,Bachelor's,Yes,2.98,80.15,No,19,2.69
4021,Male,High School,Yes,2.05,92.68,Yes,20,2.54
6768,Male,Bachelor's,No,3.73,99.95,No,18,3.25
5859,Female,Doctorate,No,3.24,88.26,Yes,6,3.15
2483,Female,Associate's,No,2.79,90.79,Yes,11,2.7
9248,Female,High School,Yes,2.04,76.66,No,18,2.28
6466,Female,Bachelor's,No,2.56,83.81,Yes,7,2.26
4057,Female,Master's,No,3.89,98.75,No,8,4.0
9460,Female,High School,Yes,2.55,87.53,No,7,2.69
2226,Female,Bachelor's,Yes,3.13,93.15,No,10,2.93
2205,Female,Doctorate,Yes,3.43,84.13,No,17,3.63
6548,Male,Associate's,No,2.76,81.24,Yes,11,2.79
9208,Male,Associate's,Yes,2.04,76.84,Yes,11,2.25
9649,Male,Doctorate,No,2.1,87.12,Yes,8,1.72
8269,Male,High School,Yes,2.65,85.05,Yes,10,3.02
7669,Female,Master's,No,2.76,93.26,No,13,2.98
1843,Female,Associate's,No,2.67,80.73,Yes,14,3.14
9171,Female,Associate's,Yes,3.03,89.35,No,20,3.26
7999,Female,High School,No,3.19,84.98,No,19,3.55
9291,Male,Associate's,No,2.57,78.03,Yes,22,2.58
6703,Male,Associate's,No,3.06,90.11,No,7,3.41
7648,Female,High School,No,2.55,76.5,No,8,2.87
9686,Female,Doctorate,Yes,3.04,92.74,No,7,3.24
8135,Female,Master's,Yes,3.75,83.14,Yes,10,3.47
3636,Male,High School,No,3.56,76.12,Yes,22,3.78
5113,Female,Bachelor's,Yes,3.73,76.34,Yes,11,3.86
9440,Female,Doctorate,No,3.26,88.98,Yes,22,3.48
6821,Male,Bachelor's,No,2.99,93.59,No,9,3.34
3552,Female,Doctorate,Yes,2.44,84.85,No,8,2.37
7087,Male,Bachelor's,Yes,3.68,97.39,No,12,3.39
7616,Male,High School,Yes,2.6,87.07,No,22,3.09
6794,Male,High School,Yes,2.75,96.25,No,21,3.23
2404,Female,Bachelor's,Yes,2.05,92.75,No,10,1.71
4258,Female,Master's,Yes,2.57,97.71,No,13,2.27
4793,Female,High School,Yes,2.07,89.17,Yes,11,2.41
3732,Male,Doctorate,No,2.65,96.98,No,9,2.85
8668,Female,Master's,Yes,3.3,86.37,No,23,3.64
6649,Male,Bachelor's,Yes,3.5,95.53,No,9,3.31
2973,Male,Associate's,No,3.19,80.93,Yes,12,3.43
6204,Male,Master's,No,3.03,95.66,No,10,3.01
3885,Male,High School,No,3.72,94.49,Yes,12,3.79
1479,Male,High School,No,3.34,87.36,Yes,9,3.19
4420,Female,Doctorate,No,3.78,91.12,Yes,23,3.8
2350,Male,Master's,No,2.01,94.83,Yes,11,1.76
1321,Male,High School,No,3.76,92.87,Yes,9,3.76
1470,Male,Associate's,No,3.57,76.74,No,13,3.23
2218,Female,Doctorate,No,3.69,94.87,No,11,3.52
2293,Female,High School,No,2.1,84.87,Yes,8,1.61
5272,Female,Bachelor's,Yes,2.24,83.39,Yes,14,2.2
1725,Female,Associate's,Yes,2.14,84.61,No,6,1.83
3934,Male,Master's,Yes,2.1,76.71,No,9,2.49
9142,Female,Doctorate,Yes,2.92,80.56,No,8,2.87
1729,Female,Associate's,No,2.67,78.94,Yes,16,2.57
3034,Male,Doctorate,No,3.44,95.06,Yes,12,3.65
1071,Female,High School,No,3.29,75.76,Yes,14,3.64
7372,Female,Associate's,No,2.3,75.34,No,22,2.01
9975,Female,Associate's,No,2.99,78.96,Yes,20,3.09
5443,Female,High School,Yes,3.02,86.21,Yes,12,2.96
1073,Female,Associate's,Yes,2.63,89.65,Yes,16,3.08
1210,Male,High School,No,3.51,75.88,No,6,3.91
6656,Male,High School,No,3.68,92.29,No,8,3.34
4353,Male,Doctorate,No,3.89,88.07,Yes,12,4.0
6550,Male,Master's,Yes,2.72,75.22,No,8,2.39
3969,Male,Doctorate,Yes,2.21,83.22,No,14,2.0
7650,Male,High School,Yes,2.88,80.63,Yes,25,3.02
1311,Female,High School,No,3.86,96.65,Yes,24,4.0
1343,Male,Associate's,Yes,2.23,92.78,Yes,9,1.82
5558,Female,Doctorate,Yes,2.46,78.93,No,22,2.82
8951,Male,Bachelor's,No,2.04,86.77,Yes,25,1.87
8416,Female,High School,Yes,2.73,99.98,No,7,2.88
1998,Female,Master's,Yes,2.67,94.07,No,8,2.93
2499,Female,Doctorate,Yes,3.55,76.85,No,20,3.98
4303,Female,Master's,No,3.76,80.34,No,8,3.57
2898,Male,Doctorate,No,3.56,97.31,Yes,9,3.97
2727,Male,High School,No,2.5,75.65,No,24,2.15
1049,Male,High School,No,2.43,76.76,No,23,2.68
2532,Male,Bachelor's,Yes,3.78,92.28,No,6,4.0
5712,Female,Doctorate,No,3.74,75.87,Yes,19,4.0
2803,Male,Master's,No,3.02,88.94,No,23,2.75
5983,Male,Doctorate,No,2.84,75.6,Yes,20,2.74
3765,Male,Doctorate,No,2.34,84.52,No,13,2.45
4966,Male,Bachelor's,No,3.86,95.34,No,11,3.52
5131,Female,Associate's,No,3.72,78.1,No,20,3.67
6824,Female,Master's,No,2.61,96.96,Yes,14,2.93
9819,Female,High School,Yes,2.13,93.52,No,19,2.19
8520,Female,Doctorate,No,3.06,87.42,Yes,15,3.54
8499,Male,Associate's,No,2.02,96.59,No,12,2.37
1033,Female,Doctorate,Yes,2.62,78.89,Yes,25,2.51
4220,Male,Master's,No,3.12,75.4,No,13,2.84
3331,Female,Master's,No,3.87,96.99,No,16,3.74
1959,Female,Master's,No,3.44,89.37,No,24,3.51
4807,Male,Doctorate,No,2.5,76.83,Yes,9,2.03
2251,Female,Doctorate,Yes,2.8,75.08,No,12,2.71
3199,Female,Doctorate,Yes,2.55,94.44,No,23,2.83
6497,Male,Bachelor's,Yes,3.93,75.77,Yes,6,3.97
6357,Male,High School,Yes,2.91,80.73,No,5,3.24
8937,Female,High School,Yes,3.52,94.08,No,21,3.33
7704,Male,Bachelor's,No,3.66,83.63,Yes,25,3.8
9237,Male,Master's,No,3.53,76.07,No,6,3.04
9041,Female,Associate's,No,2.53,85.85,Yes,9,2.41
4582,Male,Doctorate,Yes,2.9,92.55,No,10,2.98
7422,Male,Associate's,Yes,3.66,97.95,Yes,24,3.91
1724,Female,Bachelor's,Yes,3.41,80.23,Yes,15,3.12
5711,Male,Associate's,No,3.95,91.73,Yes,19,4.0
8661,Female,Doctorate,No,3.42,85.68,Yes,10,3.21
3960,Female,Associate's,No,2.14,89.41,No,7,1.99
3459,Male,Doctorate,Yes,2.7,83.55,No,9,2.93
5759,Female,High School,Yes,3.87,94.65,Yes,5,4.0
9400,Female,Associate's,No,2.87,85.29,No,25,2.87
6287,Male,High School,No,2.27,77.99,Yes,8,2.21
9336,Male,Doctorate,Yes,3.93,81.77,Yes,23,4.0
1170,Female,Bachelor's,Yes,2.52,91.57,Yes,13,2.41
5674,Female,Associate's,No,4.0,91.59,Yes,23,3.58
8055,Female,Associate's,Yes,3.15,76.77,No,6,3.1
9864,Female,Associate's,No,2.18,77.49,No,11,1.98
8910,Female,Doctorate,No,3.93,84.89,No,15,4.0
6210,Female,Bachelor's,Yes,3.08,80.33,Yes,13,2.78
9616,Female,Bachelor's,No,2.42,89.8,Yes,13,2.79
7381,Female,High School,No,2.49,78.73,No,9,2.17
1671,Female,High School,No,3.65,88.61,No,16,3.57
6229,Female,High School,Yes,2.91,89.63,No,17,3.12
6581,Female,Doctorate,Yes,2.19,97.57,Yes,11,1.94
2879,Female,High School,Yes,3.03,81.48,Yes,16,3.15
6595,Female,High School,No,2.71,77.66,Yes,15,2.4
5841,Female,Master's,Yes,3.06,96.37,Yes,20,3.15
6857,Female,High School,No,3.15,76.18,No,6,3.21
9668,Female,Associate's,No,2.08,84.56,Yes,16,2.07
4905,Female,Bachelor's,No,2.69,89.69,Yes,14,2.98
5444,Male,Master's,No,2.94,88.44,Yes,9,3.39
2648,Female,Associate's,No,2.33,93.16,No,18,2.5
3796,Male,Associate's,Yes,2.6,98.27,Yes,23,2.4
2277,Female,Associate's,Yes,2.3,89.13,No,25,2.8
3178,Male,Bachelor's,No,3.96,88.65,No,5,3.71
2390,Male,High School,Yes,3.85,81.4,Yes,16,3.61
5927,Male,Doctorate,Yes,2.91,77.33,Yes,23,2.41
1926,Female,Bachelor's,Yes,2.85,91.97,Yes,15,2.55
2327,Female,Doctorate,Yes,2.65,77.49,No,22,2.28
7175,Male,High School,No,2.49,97.22,No,15,2.06
4785,Female,Master's,No,3.45,78.1,No,11,3.63
6246,Male,Doctorate,No,3.05,88.23,No,24,2.86
6641,Female,High School,Yes,2.25,75.77,No,17,2.52
3712,Male,High School,Yes,2.91,83.32,Yes,17,2.84
7586,Male,Bachelor's,Yes,3.16,88.02,Yes,11,2.86
9480,Female,High School,Yes,2.32,90.78,Yes,24,2.69
5992,Female,Associate's,No,3.12,87.21,Yes,7,3.16
9639,Male,Doctorate,No,3.86,75.72,No,20,3.63
7739,Female,Bachelor's,Yes,3.92,90.8,Yes,17,3.66
4048,Female,Bachelor's,No,2.61,82.42,No,8,2.52
3002,Male,Master's,Yes,3.6,78.98,Yes,15,3.51
1649,Female,Doctorate,Yes,2.93,89.4,Yes,25,3.42
8165,Female,Master's,No,2.69,83.73,Yes,13,2.76
9258,Male,Bachelor's,Yes,2.75,94.11,No,17,2.98
5121,Male,High School,No,3.46,85.7,Yes,7,3.63
9838,Male,Master's,Yes,3.79,94.78,No,9,3.98
6763,Female,High School,Yes,3.92,95.66,No,21,3.57
7527,Female,Master's,Yes,2.82,95.54,No,25,2.62
4614,Male,Doctorate,No,3.09,81.7,Yes,7,2.91
5918,Male,Master's,No,2.43,91.02,No,19,2.48
6226,Female,Doctorate,No,3.38,90.23,No,17,3.02
3389,Male,Doctorate,Yes,3.77,87.13,Yes,19,4.0
2521,Female,Master's,Yes,3.97,95.37,No,20,4.0
5073,Female,High School,Yes,2.26,86.44,Yes,5,1.86
3029,Female,Master's,Yes,2.73,78.41,Yes,11,3.14
2504,Female,Doctorate,Yes,3.72,83.49,Yes,24,3.74
2031,Female,High School,No,3.47,98.05,No,9,3.71
6352,Male,High School,Yes,2.29,95.31,Yes,6,2.17
2436,Female,High School,Yes,2.78,97.48,Yes,9,2.71
5120,Female,Bachelor's,No,2.4,88.63,Yes,22,2.0
1883,Female,Associate's,Yes,2.02,75.18,Yes,10,1.75
2799,Male,Associate's,No,2.86,75.88,Yes,5,2.83
2505,Female,Bachelor's,No,2.85,82.43,Yes,20,2.57
3121,Female,Associate's,No,2.47,98.53,No,23,2.25
8603,Male,Master's,Yes,2.08,87.17,No,10,1.71
4883,Male,Doctorate,No,2.32,83.35,No,5,1.86
2437,Female,Master's,Yes,3.57,94.39,Yes,18,3.11
7565,Female,High School,No,3.49,77.79,Yes,19,3.49
1064,Male,Doctorate,No,3.57,94.17,Yes,25,3.6
7408,Female,Bachelor's,Yes,3.8,90.42,No,20,3.73
9679,Female,High School,Yes,3.22,81.09,Yes,10,3.69
9003,Male,Associate's,Yes,2.24,86.48,Yes,13,1.84
2307,Male,Associate's,Yes,3.73,80.45,No,24,3.54
1226,Female,High School,Yes,2.8,87.62,No,8,2.66
6744,Female,High School,No,2.7,84.23,Yes,11,2.35
3187,Male,Associate's,Yes,3.2,88.88,No,17,3.67
7599,Male,Master's,No,3.93,79.53,No,8,3.66
2735,Female,Master's,No,2.6,91.96,Yes,21,2.89
2952,Male,High School,Yes,3.72,93.44,No,8,3.85
1851,Female,Associate's,Yes,2.61,75.63,Yes,8,2.81
7816,Female,High School,Yes,3.19,76.25,Yes,20,3.19
6136,Male,High School,No,2.18,92.27,Yes,21,2.53
7172,Female,Master's,No,2.52,98.39,No,22,2.27
1791,Female,High School,No,3.51,93.29,Yes,25,3.29
3499,Male,Bachelor's,No,3.42,86.86,No,23,3.13
8866,Female,Associate's,No,3.56,79.49,No,8,3.79
